province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
Balochistan,3,6.64,19.0,2233.8,11914692,0.5,5,0.3,28.45
Azad Kashmir,3,18.46,45.73,3931.25,4382423,0.7,4,0.275,27.17
Khyber Pakhtunkhwa,4,6.88,20.58,2522.75,36591387,0.6,6,0.35,33.91
Balochistan,7,139.22,546.54,14798.95,12475417,0.5,5,0.3,100.0
Azad Kashmir,5,28.76,71.57,2694.98,4072960,0.7,4,0.275,26.71
Azad Kashmir,11,8.81,24.0,2861.63,4279727,0.7,4,0.275,24.29
Balochistan,10,36.2,105.25,5052.79,12992329,0.5,5,0.3,48.8
Azad Kashmir,4,22.64,60.3,4001.03,4347205,0.7,4,0.275,35.15
Punjab,9,109.18,277.04,16298.78,116011335,0.3,7,0.425,100.0
Gilgit-Baltistan,12,34.64,99.34,3932.44,1946951,0.9,3,0.2,33.45
Gilgit-Baltistan,8,35.63,98.64,3238.2,1708029,0.9,3,0.2,31.09
Azad Kashmir,2,24.15,80.26,3111.06,4113968,0.7,4,0.275,37.85
Azad Kashmir,7,270.14,1199.76,24069.37,3729406,0.7,4,0.275,100.0
Punjab,12,22.11,52.27,5406.3,110414871,0.3,7,0.425,53.28
Gilgit-Baltistan,8,12.82,35.41,2326.91,1692871,0.9,3,0.2,22.86
Sindh,1,16.5,43.28,5336.44,45594267,0.2,8,0.475,45.23
Gilgit-Baltistan,12,10.87,25.23,1489.97,1853434,0.9,3,0.2,15.61
Gilgit-Baltistan,6,274.38,968.32,21698.38,1801553,0.9,3,0.2,100.0
Sindh,6,27.15,55.87,5512.32,48958721,0.2,8,0.475,51.73
Khyber Pakhtunkhwa,7,138.51,596.37,13126.2,34191876,0.6,6,0.35,100.0
Punjab,12,20.7,62.18,3819.02,109935108,0.3,7,0.425,46.93
Sindh,11,25.28,75.1,7672.69,47260746,0.2,8,0.475,63.58
Gilgit-Baltistan,11,18.72,63.59,2394.14,1976469,0.9,3,0.2,24.9
Gilgit-Baltistan,9,28.39,94.2,3229.63,1789983,0.9,3,0.2,31.94
Gilgit-Baltistan,1,29.67,80.27,2506.88,1970950,0.9,3,0.2,26.06
Gilgit-Baltistan,10,40.73,118.59,4273.05,1862266,0.9,3,0.2,30.54
KPK,4,27.94,60.7,6017.57,38168977,0.6,6,0.35,38.71
Gilgit-Baltistan,9,13.05,27.75,2439.7,1842344,0.9,3,0.2,14.86
Punjab,6,19.35,53.53,5492.46,104142408,0.3,7,0.425,41.61
Sindh,9,141.48,374.79,24189.47,44160426,0.2,8,0.475,100.0
KPK,12,66.34,187.33,8701.78,31955783,0.6,6,0.35,67.69
Gilgit-Baltistan,1,14.32,33.13,2019.68,1950850,0.9,3,0.2,14.41
Punjab,6,18.16,46.62,4568.96,110734564,0.3,7,0.425,45.66
Sindh,6,48.55,155.47,6269.4,50980247,0.2,8,0.475,66.62
Gilgit-Baltistan,11,63.58,196.6,3139.06,1906687,0.9,3,0.2,38.61
Punjab,2,14.18,44.44,4687.76,119615954,0.3,7,0.425,44.42
KPK,6,27.94,81.76,4153.45,34439896,0.6,6,0.35,46.84
Azad Kashmir,2,26.92,92.73,3059.01,4119255,0.7,4,0.275,33.18
Punjab,3,19.67,42.25,3651.6,107046481,0.3,7,0.425,39.48
Azad Kashmir,6,15.46,34.55,2916.24,3911936,0.7,4,0.275,31.23
Azad Kashmir,10,35.83,120.73,4552.83,3878745,0.7,4,0.275,37.35
KPK,11,21.13,48.05,3019.99,33990136,0.6,6,0.35,28.01
Punjab,9,100.7,280.87,11417.67,104642289,0.3,7,0.425,100.0
Sindh,2,30.76,94.05,7573.75,44972950,0.2,8,0.475,57.84
KPK,9,42.62,103.0,6694.35,34042819,0.6,6,0.35,53.14
Punjab,11,16.36,47.94,3144.06,99098315,0.3,7,0.425,42.22
Sindh,5,20.33,59.69,6473.32,48924465,0.2,8,0.475,59.77
Punjab,1,17.98,52.29,5864.72,108188368,0.3,7,0.425,37.93
Punjab,11,21.62,52.69,5373.34,106447619,0.3,7,0.425,46.89
Sindh,1,10.0,33.63,5355.34,45106322,0.2,8,0.475,55.53
Sindh,10,38.26,94.05,9610.7,46775612,0.2,8,0.475,66.62
Punjab,10,12.48,30.11,3462.71,112768336,0.3,7,0.425,41.34
Khyber Pakhtunkhwa,6,16.69,47.0,4105.29,34240428,0.6,6,0.35,35.63
KPK,4,32.02,105.4,3722.15,36232631,0.6,6,0.35,40.39
Gilgit-Baltistan,8,21.99,74.78,2759.35,1630220,0.9,3,0.2,25.78
Sindh,4,18.97,61.0,6332.88,45468236,0.2,8,0.475,51.99
Khyber Pakhtunkhwa,10,25.11,57.05,3125.82,38018214,0.6,6,0.35,29.28
Azad Kashmir,12,25.37,60.56,4551.42,4248437,0.7,4,0.275,35.5
Khyber Pakhtunkhwa,2,14.31,44.08,4567.99,36384199,0.6,6,0.35,42.03
Gilgit-Baltistan,10,17.94,38.56,1858.69,1801397,0.9,3,0.2,23.09
Khyber Pakhtunkhwa,8,210.95,920.96,25242.01,33911420,0.6,6,0.35,100.0
Punjab,10,21.67,48.37,6057.62,120109149,0.3,7,0.425,58.74
KPK,4,20.31,53.53,4460.73,35653928,0.6,6,0.35,41.91
Balochistan,12,19.02,53.39,3948.85,13501229,0.5,5,0.3,41.36
Khyber Pakhtunkhwa,1,20.73,61.2,3169.5,38290915,0.6,6,0.35,30.19
KPK,3,24.41,77.53,5810.12,39038255,0.6,6,0.35,43.03
Sindh,10,51.46,178.67,7297.97,43281099,0.2,8,0.475,62.52
Azad Kashmir,11,18.16,48.31,3037.36,4287829,0.7,4,0.275,27.09
Azad Kashmir,5,29.07,59.57,3262.29,4216119,0.7,4,0.275,32.3
KPK,8,224.96,727.18,30700.8,37585197,0.6,6,0.35,100.0
KPK,7,185.07,660.34,20268.56,38833761,0.6,6,0.35,100.0
Sindh,4,19.28,48.32,4280.32,51664998,0.2,8,0.475,48.15
Sindh,2,19.91,58.3,5698.13,50755427,0.2,8,0.475,48.08
Balochistan,1,17.55,39.91,2613.42,11641440,0.5,5,0.3,34.79
Gilgit-Baltistan,7,204.75,728.04,10736.56,1873930,0.9,3,0.2,100.0
Punjab,6,7.86,16.34,3465.79,103000264,0.3,7,0.425,37.63
Azad Kashmir,4,23.79,79.27,3841.59,4052685,0.7,4,0.275,33.56
Punjab,7,380.0,1300.0,36000.0,99228639,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,8,263.15,928.7,23770.89,35929101,0.6,6,0.35,100.0
KPK,9,19.84,68.03,4177.17,33245871,0.6,6,0.35,38.13
Azad Kashmir,1,14.12,40.92,2085.26,4081390,0.7,4,0.275,25.66
Khyber Pakhtunkhwa,12,21.66,63.46,5155.31,33596937,0.6,6,0.35,49.41
Balochistan,3,23.76,81.88,4787.78,12355657,0.5,5,0.3,34.59
Khyber Pakhtunkhwa,8,138.65,555.27,20539.22,38955594,0.6,6,0.35,100.0
Punjab,5,5.71,13.72,2823.05,107248473,0.3,7,0.425,41.14
Punjab,8,104.08,401.0,11515.58,116828288,0.3,7,0.425,100.0
Gilgit-Baltistan,10,20.09,59.47,2735.48,1706186,0.9,3,0.2,19.18
Azad Kashmir,9,22.46,49.72,2506.95,3609655,0.7,4,0.275,38.34
KPK,7,322.8,924.36,25133.57,36685545,0.6,6,0.35,100.0
Gilgit-Baltistan,10,26.2,70.48,2969.41,1753501,0.9,3,0.2,24.56
KPK,10,21.63,60.32,4840.96,35782875,0.6,6,0.35,42.07
Azad Kashmir,8,375.49,1300.0,36000.0,4291545,0.7,4,0.275,100.0
Balochistan,4,20.67,65.23,2584.76,12987306,0.5,5,0.3,32.92
Balochistan,7,139.26,392.55,15939.84,13117569,0.5,5,0.3,100.0
KPK,4,29.18,92.6,4042.23,32860769,0.6,6,0.35,35.78
Sindh,5,13.65,47.05,3190.59,46227738,0.2,8,0.475,41.52
Khyber Pakhtunkhwa,3,23.22,77.64,4589.71,36235356,0.6,6,0.35,42.07
KPK,9,16.83,42.5,3186.61,33382808,0.6,6,0.35,30.82
Balochistan,7,201.41,673.84,24423.23,11978478,0.5,5,0.3,100.0
KPK,8,170.51,561.81,19218.1,36466041,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,3,15.91,36.99,2995.92,33161260,0.6,6,0.35,32.68
Balochistan,3,17.55,60.94,2399.59,12276312,0.5,5,0.3,27.43
Khyber Pakhtunkhwa,7,147.91,375.5,17334.37,35414584,0.6,6,0.35,100.0
Punjab,10,22.52,51.77,5366.05,105151365,0.3,7,0.425,49.98
Sindh,7,324.46,1300.0,36000.0,48289321,0.2,8,0.475,100.0
Sindh,9,136.5,376.08,18773.65,51486361,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,11,29.32,64.13,3682.54,35915098,0.6,6,0.35,31.45
Azad Kashmir,8,136.97,500.42,15400.76,3808178,0.7,4,0.275,100.0
Sindh,2,24.43,73.71,7998.43,47271506,0.2,8,0.475,59.41
Azad Kashmir,12,18.84,38.51,2761.27,3621623,0.7,4,0.275,30.73
Azad Kashmir,4,8.78,27.59,2302.46,3785570,0.7,4,0.275,29.45
Balochistan,10,37.2,110.01,6049.43,13412161,0.5,5,0.3,39.68
Gilgit-Baltistan,4,17.29,37.74,1877.92,1623503,0.9,3,0.2,13.07
Azad Kashmir,9,10.0,24.68,3140.74,4070953,0.7,4,0.275,29.49
Punjab,2,29.28,82.49,5107.35,113910211,0.3,7,0.425,50.69
Khyber Pakhtunkhwa,8,340.39,879.24,22947.85,33407730,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,9,28.12,86.5,4471.88,36758193,0.6,6,0.35,34.83
Balochistan,7,193.97,767.69,19743.55,11863801,0.5,5,0.3,100.0
Gilgit-Baltistan,9,36.18,95.33,3803.82,1807830,0.9,3,0.2,31.43
Azad Kashmir,1,5.48,12.49,1864.98,4099524,0.7,4,0.275,15.39
Sindh,12,13.37,41.31,3796.12,44854077,0.2,8,0.475,35.07
Gilgit-Baltistan,11,32.06,71.39,1937.09,1763674,0.9,3,0.2,29.53
Gilgit-Baltistan,4,34.96,76.29,3764.31,1827824,0.9,3,0.2,32.78
Punjab,4,33.17,111.68,4606.28,103101249,0.3,7,0.425,47.4
Balochistan,1,19.48,59.68,4419.26,12831853,0.5,5,0.3,37.29
Azad Kashmir,9,10.77,24.0,2996.77,3681105,0.7,4,0.275,24.57
Punjab,4,26.34,57.6,4206.02,110829004,0.3,7,0.425,42.93
Azad Kashmir,10,27.07,61.15,4353.62,3832657,0.7,4,0.275,42.9
Azad Kashmir,8,110.97,306.11,8904.06,3602373,0.7,4,0.275,96.98
Azad Kashmir,5,7.12,18.3,1616.44,4053190,0.7,4,0.275,18.26
Balochistan,12,26.48,72.26,5128.51,13318597,0.5,5,0.3,41.23
Azad Kashmir,5,28.53,99.55,4836.03,4362878,0.7,4,0.275,45.88
Punjab,7,222.38,814.79,21793.69,110039239,0.3,7,0.425,100.0
KPK,1,46.15,157.86,6657.18,34347740,0.6,6,0.35,55.15
Sindh,4,33.84,100.67,8399.63,52089607,0.2,8,0.475,64.97
Punjab,2,23.81,72.61,5487.83,101280166,0.3,7,0.425,44.11
Azad Kashmir,7,157.51,419.6,12566.84,3759707,0.7,4,0.275,100.0
Punjab,2,31.84,93.54,7058.21,107196871,0.3,7,0.425,56.57
KPK,5,19.03,58.1,5188.74,32972398,0.6,6,0.35,35.51
Balochistan,10,34.2,118.57,5582.87,11456994,0.5,5,0.3,49.88
Sindh,7,124.8,540.34,24620.66,47427684,0.2,8,0.475,100.0
Punjab,11,25.9,81.45,5749.8,107623274,0.3,7,0.425,52.37
KPK,4,38.57,105.68,4593.08,36312777,0.6,6,0.35,47.02
Khyber Pakhtunkhwa,1,9.82,28.36,3659.54,33590617,0.6,6,0.35,29.58
Punjab,3,13.55,29.82,3939.32,112744026,0.3,7,0.425,37.6
Khyber Pakhtunkhwa,8,265.33,847.53,33464.73,37389612,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,3,12.04,36.87,3656.96,38143364,0.6,6,0.35,31.94
KPK,4,15.3,51.5,3169.19,32847213,0.6,6,0.35,36.14
KPK,8,125.03,373.65,15441.05,37173564,0.6,6,0.35,100.0
Gilgit-Baltistan,12,20.06,40.52,2598.32,1953617,0.9,3,0.2,27.93
Balochistan,3,27.76,61.42,3853.03,11133142,0.5,5,0.3,41.44
Punjab,1,8.69,29.47,4487.21,118089455,0.3,7,0.425,40.98
Azad Kashmir,2,30.28,78.08,3264.64,4398797,0.7,4,0.275,34.85
KPK,5,8.05,24.16,3019.61,35482222,0.6,6,0.35,27.43
Balochistan,4,34.22,85.95,3430.9,12238935,0.5,5,0.3,38.49
Khyber Pakhtunkhwa,3,4.15,13.34,3336.63,33815766,0.6,6,0.35,27.44
KPK,7,142.47,560.26,18450.15,35026554,0.6,6,0.35,100.0
Sindh,10,15.02,44.75,3624.98,45905538,0.2,8,0.475,48.18
Balochistan,9,24.58,72.85,4606.68,11746100,0.5,5,0.3,43.59
Azad Kashmir,6,34.27,113.77,5233.31,3893248,0.7,4,0.275,44.33
Balochistan,6,6.73,19.5,1652.73,12617926,0.5,5,0.3,24.31
Azad Kashmir,4,52.41,141.4,5888.71,3601000,0.7,4,0.275,53.59
Sindh,12,39.32,124.92,10576.92,46673097,0.2,8,0.475,69.22
Punjab,6,3.29,10.85,3162.88,118892610,0.3,7,0.425,35.85
Azad Kashmir,1,3.51,10.72,2015.82,3786911,0.7,4,0.275,9.44
Gilgit-Baltistan,8,13.44,39.1,2278.42,1940122,0.9,3,0.2,12.16
Khyber Pakhtunkhwa,12,8.08,25.89,3572.58,34912387,0.6,6,0.35,29.14
Punjab,8,115.77,330.03,12566.41,107965314,0.3,7,0.425,100.0
Punjab,1,7.37,14.86,2354.62,117890534,0.3,7,0.425,38.11
Khyber Pakhtunkhwa,5,46.12,141.6,7213.51,32167610,0.6,6,0.35,61.76
KPK,8,119.73,410.96,14617.79,34248283,0.6,6,0.35,100.0
Gilgit-Baltistan,11,52.01,148.62,3034.08,1926815,0.9,3,0.2,31.77
Punjab,2,11.65,30.1,3284.97,118898447,0.3,7,0.425,42.89
Gilgit-Baltistan,11,8.59,26.87,1989.42,1628006,0.9,3,0.2,17.5
Gilgit-Baltistan,2,28.68,85.47,2717.77,1887599,0.9,3,0.2,27.26
Punjab,4,19.71,65.44,6241.7,107979608,0.3,7,0.425,51.63
Sindh,2,14.04,30.49,3128.12,49620906,0.2,8,0.475,45.43
KPK,8,145.41,506.77,17025.5,34048016,0.6,6,0.35,100.0
Balochistan,11,31.44,87.02,5659.72,11576794,0.5,5,0.3,50.32
Balochistan,12,4.66,10.23,2825.88,12908459,0.5,5,0.3,31.44
Punjab,6,56.72,197.8,12080.66,112157228,0.3,7,0.425,75.8
KPK,10,13.75,36.84,2387.78,36350280,0.6,6,0.35,25.26
Gilgit-Baltistan,10,18.02,51.49,2466.52,1759164,0.9,3,0.2,22.86
Punjab,12,26.81,54.6,4006.45,117604468,0.3,7,0.425,47.32
Balochistan,5,19.93,45.38,2846.87,13323377,0.5,5,0.3,35.8
Khyber Pakhtunkhwa,2,11.66,37.42,3794.33,37542760,0.6,6,0.35,31.4
Gilgit-Baltistan,9,37.55,127.34,2664.34,1805176,0.9,3,0.2,32.9
Punjab,10,16.84,47.99,4383.32,103168935,0.3,7,0.425,40.92
Gilgit-Baltistan,9,15.86,47.89,2736.09,1829179,0.9,3,0.2,29.05
KPK,7,193.88,577.98,16191.47,35896437,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,8,237.99,769.26,20959.72,33358030,0.6,6,0.35,100.0
KPK,10,27.14,75.95,6038.51,38201782,0.6,6,0.35,41.13
Punjab,8,254.5,761.3,36000.0,106855226,0.3,7,0.425,100.0
Balochistan,7,186.62,622.93,15215.2,13118466,0.5,5,0.3,100.0
KPK,4,20.91,62.24,2753.94,37933096,0.6,6,0.35,36.09
Punjab,9,48.69,188.65,11530.18,119222545,0.3,7,0.425,96.9
Gilgit-Baltistan,10,9.83,30.07,2337.03,1929887,0.9,3,0.2,21.57
Gilgit-Baltistan,12,34.35,73.76,2261.25,1879421,0.9,3,0.2,23.99
Gilgit-Baltistan,6,160.32,670.49,13102.54,1828477,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,10,14.41,37.25,3128.19,37125130,0.6,6,0.35,30.48
Azad Kashmir,9,25.73,70.98,3507.87,3889996,0.7,4,0.275,30.48
Khyber Pakhtunkhwa,1,8.53,18.3,2394.8,34485397,0.6,6,0.35,27.84
Gilgit-Baltistan,3,21.47,70.09,1927.65,1664618,0.9,3,0.2,18.9
KPK,4,32.96,80.2,3601.48,35422628,0.6,6,0.35,41.95
Balochistan,10,40.97,127.68,5259.51,12157569,0.5,5,0.3,53.92
KPK,12,32.18,80.41,6578.09,35816003,0.6,6,0.35,46.62
KPK,7,227.87,825.5,20420.07,32300257,0.6,6,0.35,100.0
Balochistan,7,200.8,897.99,18247.61,12524122,0.5,5,0.3,100.0
Balochistan,5,20.27,66.04,2629.57,12468022,0.5,5,0.3,30.3
Gilgit-Baltistan,3,63.05,163.2,5321.67,1713181,0.9,3,0.2,46.66
Gilgit-Baltistan,6,158.59,496.87,11250.31,1636529,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,3,13.46,32.84,2724.99,34783615,0.6,6,0.35,34.74
Azad Kashmir,3,18.38,51.21,2258.39,3787970,0.7,4,0.275,30.01
KPK,6,25.7,55.63,4137.78,35008571,0.6,6,0.35,33.87
Azad Kashmir,6,14.02,46.1,2135.87,3677514,0.7,4,0.275,33.64
Azad Kashmir,7,129.21,522.74,12166.81,4090381,0.7,4,0.275,100.0
Azad Kashmir,8,182.39,638.43,15916.23,3999708,0.7,4,0.275,100.0
Sindh,5,31.6,84.8,7429.69,51644570,0.2,8,0.475,61.01
Balochistan,5,22.91,52.18,2693.99,13123367,0.5,5,0.3,28.03
Gilgit-Baltistan,10,31.56,103.8,2204.62,1651745,0.9,3,0.2,28.95
Balochistan,5,19.48,44.8,3914.64,11178835,0.5,5,0.3,32.34
Azad Kashmir,7,139.92,416.87,15317.17,3720579,0.7,4,0.275,100.0
Gilgit-Baltistan,7,138.09,583.42,8877.94,1640513,0.9,3,0.2,100.0
KPK,4,30.37,93.99,5324.0,37416348,0.6,6,0.35,43.38
Khyber Pakhtunkhwa,2,17.55,55.34,4163.24,34762180,0.6,6,0.35,31.75
Azad Kashmir,12,15.23,44.98,1886.66,3861497,0.7,4,0.275,24.59
KPK,2,26.61,57.22,4762.61,35276478,0.6,6,0.35,38.39
Balochistan,3,18.18,43.15,3272.37,11550786,0.5,5,0.3,35.13
Khyber Pakhtunkhwa,1,18.9,44.51,3790.01,36427477,0.6,6,0.35,36.84
KPK,8,187.42,626.93,22717.04,38859128,0.6,6,0.35,100.0
Azad Kashmir,7,250.33,736.39,18467.83,3947137,0.7,4,0.275,100.0
Gilgit-Baltistan,11,15.03,33.11,1644.85,1750351,0.9,3,0.2,22.24
KPK,4,30.63,92.07,6576.75,39044608,0.6,6,0.35,45.26
Azad Kashmir,12,35.4,90.31,2969.2,4190479,0.7,4,0.275,39.31
Balochistan,10,17.78,43.64,3770.09,12651570,0.5,5,0.3,38.08
Sindh,11,24.82,74.63,6023.97,47966425,0.2,8,0.475,54.46
Punjab,3,15.74,47.09,3268.99,109834544,0.3,7,0.425,44.26
Sindh,9,147.46,602.18,23257.57,51271180,0.2,8,0.475,100.0
Balochistan,1,4.6,16.08,2060.51,12228274,0.5,5,0.3,19.41
Gilgit-Baltistan,10,13.67,27.46,2156.82,1786100,0.9,3,0.2,16.59
Sindh,12,31.64,72.95,7105.71,49278294,0.2,8,0.475,55.49
Khyber Pakhtunkhwa,7,212.6,593.31,22715.04,36481626,0.6,6,0.35,100.0
Gilgit-Baltistan,4,25.2,62.51,2300.93,1693355,0.9,3,0.2,25.52
Balochistan,2,28.71,65.0,4632.35,11108404,0.5,5,0.3,42.05
Balochistan,10,20.72,49.92,3739.86,11931499,0.5,5,0.3,36.74
Azad Kashmir,8,168.03,452.53,16776.9,3709221,0.7,4,0.275,100.0
Gilgit-Baltistan,12,39.24,105.93,3143.54,1701644,0.9,3,0.2,26.41
Sindh,1,16.58,37.16,6063.53,44293878,0.2,8,0.475,56.44
Khyber Pakhtunkhwa,7,72.89,249.34,12272.76,34525254,0.6,6,0.35,96.88
KPK,5,30.49,75.11,6016.89,35780806,0.6,6,0.35,48.06
Gilgit-Baltistan,12,13.99,40.76,1810.85,1641711,0.9,3,0.2,14.91
KPK,1,18.44,53.21,4957.47,33147329,0.6,6,0.35,39.87
Khyber Pakhtunkhwa,2,18.15,60.76,4589.19,34367128,0.6,6,0.35,36.23
Balochistan,6,31.91,74.72,5192.92,12914168,0.5,5,0.3,45.39
Gilgit-Baltistan,5,31.55,87.12,3107.51,1927645,0.9,3,0.2,27.52
Khyber Pakhtunkhwa,5,3.22,7.48,2038.54,34268950,0.6,6,0.35,27.66
KPK,7,78.18,330.51,11365.39,33504631,0.6,6,0.35,100.0
Balochistan,2,10.42,33.4,2380.48,12968130,0.5,5,0.3,23.28
Balochistan,1,27.23,60.92,4137.82,12543006,0.5,5,0.3,45.84
Khyber Pakhtunkhwa,9,31.51,90.81,3637.03,32803011,0.6,6,0.35,39.28
Azad Kashmir,6,54.24,117.53,4466.24,4394744,0.7,4,0.275,49.29
Punjab,3,29.69,96.86,6039.03,120387909,0.3,7,0.425,51.77
Khyber Pakhtunkhwa,7,268.12,953.88,25926.25,33332344,0.6,6,0.35,100.0
Gilgit-Baltistan,2,29.7,71.54,3515.0,1840365,0.9,3,0.2,26.85
Gilgit-Baltistan,9,23.78,60.98,1882.72,1920692,0.9,3,0.2,33.93
Sindh,3,24.69,80.41,4220.79,43218628,0.2,8,0.475,49.5
KPK,3,18.92,43.22,3192.63,33678899,0.6,6,0.35,31.85
Balochistan,11,19.51,54.71,2739.39,12219759,0.5,5,0.3,36.72
Sindh,9,191.05,591.42,29489.19,51854551,0.2,8,0.475,100.0
Punjab,3,27.61,75.21,4981.18,104312283,0.3,7,0.425,42.76
Azad Kashmir,1,3.29,11.47,1714.1,4098916,0.7,4,0.275,17.19
KPK,1,14.5,46.22,3611.69,32487652,0.6,6,0.35,29.69
KPK,5,69.74,166.63,8050.15,37357371,0.6,6,0.35,67.39
Punjab,12,21.58,72.16,5777.95,113820921,0.3,7,0.425,52.01
Punjab,5,30.27,101.3,7018.24,116384418,0.3,7,0.425,58.91
Sindh,7,129.24,422.43,23690.37,50297751,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,3,25.23,62.36,4510.04,36526856,0.6,6,0.35,36.54
Punjab,6,24.87,55.48,5319.24,108614879,0.3,7,0.425,49.73
Gilgit-Baltistan,4,30.81,100.7,3322.06,1851765,0.9,3,0.2,29.68
Gilgit-Baltistan,4,13.57,39.78,1817.72,1698070,0.9,3,0.2,18.85
Punjab,8,235.38,678.9,29144.67,99165118,0.3,7,0.425,100.0
Punjab,8,99.75,397.69,15621.46,116141988,0.3,7,0.425,100.0
Punjab,9,186.7,527.28,25467.77,109429616,0.3,7,0.425,100.0
Azad Kashmir,7,137.23,601.07,14672.49,3832247,0.7,4,0.275,100.0
Balochistan,10,8.27,26.05,1869.52,12448715,0.5,5,0.3,21.23
Azad Kashmir,6,28.02,75.82,3024.19,3907043,0.7,4,0.275,37.09
Azad Kashmir,8,195.43,702.61,19447.78,3877817,0.7,4,0.275,100.0
Gilgit-Baltistan,1,10.54,33.21,1384.71,1954852,0.9,3,0.2,10.69
KPK,5,20.07,57.83,4324.18,34122514,0.6,6,0.35,39.23
Gilgit-Baltistan,3,9.6,24.19,1723.16,1970935,0.9,3,0.2,19.12
KPK,2,21.36,65.82,3967.61,37221372,0.6,6,0.35,33.76
Khyber Pakhtunkhwa,11,21.05,73.14,4293.66,33036679,0.6,6,0.35,40.78
Azad Kashmir,7,101.77,454.79,8044.15,4041971,0.7,4,0.275,99.54
Azad Kashmir,11,20.73,56.5,3219.99,4345711,0.7,4,0.275,24.87
Sindh,1,4.37,9.24,4631.98,45693051,0.2,8,0.475,44.46
Gilgit-Baltistan,10,8.4,17.94,1155.34,1857404,0.9,3,0.2,21.67
Azad Kashmir,2,33.95,114.7,4253.64,4232526,0.7,4,0.275,33.73
Sindh,10,9.99,30.85,4960.56,48776507,0.2,8,0.475,39.37
Balochistan,1,21.95,44.94,2809.98,11920138,0.5,5,0.3,28.12
Sindh,9,264.11,1070.78,36000.0,47967140,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,4,35.21,100.58,4958.53,36888687,0.6,6,0.35,42.9
Punjab,10,19.64,40.79,4592.63,117339737,0.3,7,0.425,47.9
Balochistan,2,10.17,25.12,3351.91,13485100,0.5,5,0.3,29.42
Balochistan,4,8.72,18.88,2931.37,12169633,0.5,5,0.3,29.59
Balochistan,4,65.75,211.52,8591.27,12966462,0.5,5,0.3,74.05
Azad Kashmir,11,16.32,36.53,2599.03,3837940,0.7,4,0.275,20.19
Punjab,10,31.48,95.43,6915.68,119913784,0.3,7,0.425,50.48
KPK,12,13.19,42.94,2957.15,33069969,0.6,6,0.35,29.56
Sindh,9,139.51,487.74,20438.93,45796474,0.2,8,0.475,100.0
Azad Kashmir,8,135.38,594.29,9619.09,3809099,0.7,4,0.275,100.0
Balochistan,1,25.71,65.94,4879.21,11774338,0.5,5,0.3,47.26
Azad Kashmir,3,11.59,31.67,3268.99,3825189,0.7,4,0.275,27.95
Azad Kashmir,8,132.23,456.32,9141.86,3672161,0.7,4,0.275,100.0
KPK,12,26.63,89.55,3683.78,37609734,0.6,6,0.35,33.88
Balochistan,1,17.99,48.64,4126.46,12536496,0.5,5,0.3,33.81
Azad Kashmir,11,7.19,18.13,1758.83,3609729,0.7,4,0.275,23.37
Sindh,2,13.99,36.38,5512.59,46068153,0.2,8,0.475,48.09
Punjab,11,21.14,64.71,4927.15,105792792,0.3,7,0.425,47.15
Azad Kashmir,12,17.88,61.7,2403.14,3717220,0.7,4,0.275,35.0
Balochistan,8,145.7,548.99,10297.19,11501325,0.5,5,0.3,100.0
Balochistan,8,195.95,593.36,13512.56,12413979,0.5,5,0.3,100.0
Sindh,8,157.61,574.04,16256.39,49921991,0.2,8,0.475,100.0
KPK,5,17.13,55.14,3730.98,32668110,0.6,6,0.35,35.89
Sindh,10,43.45,139.16,6493.32,43556047,0.2,8,0.475,62.08
Sindh,1,17.91,57.94,4727.24,48554697,0.2,8,0.475,51.35
Sindh,4,31.7,83.98,6095.3,49807144,0.2,8,0.475,53.89
Punjab,12,37.4,128.87,5911.93,100819951,0.3,7,0.425,55.62
Gilgit-Baltistan,3,28.66,62.79,2960.13,1811643,0.9,3,0.2,25.07
Sindh,4,19.54,42.94,5156.74,46929581,0.2,8,0.475,53.65
Balochistan,12,19.27,41.53,3525.93,12243536,0.5,5,0.3,33.74
Azad Kashmir,8,167.96,669.61,12322.48,3910752,0.7,4,0.275,100.0
KPK,5,81.26,239.75,8847.38,33502516,0.6,6,0.35,74.87
Sindh,11,24.45,61.75,6366.98,48011938,0.2,8,0.475,63.88
Balochistan,4,20.48,66.65,4097.8,11856645,0.5,5,0.3,33.09
Gilgit-Baltistan,9,13.52,38.61,1814.3,1632515,0.9,3,0.2,11.88
KPK,7,123.92,397.79,12641.6,35001377,0.6,6,0.35,100.0
Azad Kashmir,5,45.23,111.87,5126.8,3775976,0.7,4,0.275,54.87
Sindh,1,35.01,116.93,8339.9,51358899,0.2,8,0.475,66.38
Punjab,2,20.52,42.08,5317.66,108567069,0.3,7,0.425,50.3
Azad Kashmir,5,16.89,58.52,3473.9,3983105,0.7,4,0.275,29.67
Punjab,10,47.73,165.71,5761.85,110266133,0.3,7,0.425,54.69
