date,rainfall_mm,region,rainfall_3day,rainfall_7day,rainfall_30day,rainfall_7day_avg,rainfall_spike
2024-03-05,0.0,Azad Kashmir,3.28,79.11,164.05,11.3,-11.3
2024-03-06,0.05,Azad Kashmir,0.16,79.16,163.69,11.31,-11.26
2024-03-07,0.25,Azad Kashmir,0.3,79.29,163.92,11.33,-11.08
2024-03-08,0.0,Azad Kashmir,0.3,60.54,163.92,8.65,-8.65
2024-03-09,0.0,Azad Kashmir,0.25,3.58,163.92,0.51,-0.51
2024-03-10,0.0,Azad Kashmir,0.0,0.41,163.92,0.06,-0.06
2024-03-11,0.13,Azad Kashmir,0.13,0.43,164.05,0.06,0.07
2024-03-12,0.0,Azad Kashmir,0.13,0.43,164.05,0.06,-0.06
2024-03-13,42.07,Azad Kashmir,42.2,42.45,206.12,6.06,36.01
2024-03-14,0.33,Azad Kashmir,42.4,42.53,206.45,6.08,-5.75
2024-03-15,0.0,Azad Kashmir,42.4,42.53,206.45,6.08,-6.08
2024-03-16,0.0,Azad Kashmir,0.33,42.53,206.45,6.08,-6.08
2024-03-17,0.0,Azad Kashmir,0.0,42.53,206.45,6.08,-6.08
2024-03-18,0.0,Azad Kashmir,0.0,42.4,206.43,6.06,-6.06
2024-03-19,0.0,Azad Kashmir,0.0,42.4,193.17,6.06,-6.06
2024-03-20,0.0,Azad Kashmir,0.0,0.33,142.94,0.05,-0.05
2024-03-21,3.8,Azad Kashmir,3.8,3.8,128.64,0.54,3.26
2024-03-22,3.55,Azad Kashmir,7.35,7.35,131.25,1.05,2.5
2024-03-23,0.02,Azad Kashmir,7.37,7.37,131.13,1.05,-1.03
2024-03-24,0.0,Azad Kashmir,3.57,7.37,131.13,1.05,-1.05
2024-03-25,0.0,Azad Kashmir,0.02,7.37,130.76,1.05,-1.05
2024-03-26,0.0,Azad Kashmir,0.0,7.37,130.61,1.05,-1.05
2024-03-27,2.23,Azad Kashmir,2.23,9.6,131.58,1.37,0.86
2024-03-28,2.52,Azad Kashmir,4.75,8.32,134.06,1.19,1.33
2024-03-29,13.26,Azad Kashmir,18.01,18.03,147.32,2.58,10.68
2024-03-30,34.67,Azad Kashmir,50.45,52.68,181.87,7.53,27.14
2024-03-31,1.82,Azad Kashmir,49.75,54.5,164.94,7.79,-5.97
2024-04-01,0.0,Azad Kashmir,36.49,54.5,107.98,7.79,-7.79
2024-04-02,0.01,Azad Kashmir,1.83,54.51,104.82,7.79,-7.78
2024-04-03,5.36,Azad Kashmir,5.37,57.64,110.07,8.23,-2.87
2024-04-04,0.0,Azad Kashmir,5.37,55.12,110.07,7.87,-7.87
2024-04-05,0.1,Azad Kashmir,5.46,41.96,110.12,5.99,-5.89
2024-04-06,0.0,Azad Kashmir,0.1,7.29,109.87,1.04,-1.04
2024-04-07,0.05,Azad Kashmir,0.15,5.52,109.92,0.79,-0.74
2024-04-08,0.0,Azad Kashmir,0.05,5.52,109.92,0.79,-0.79
2024-04-09,0.0,Azad Kashmir,0.05,5.51,109.92,0.79,-0.79
2024-04-10,0.53,Azad Kashmir,0.53,0.68,110.32,0.1,0.43
2024-04-11,2.61,Azad Kashmir,3.14,3.29,112.93,0.47,2.14
2024-04-12,2.84,Azad Kashmir,5.98,6.03,73.7,0.86,1.98
2024-04-13,8.68,Azad Kashmir,14.13,14.71,82.05,2.1,6.58
2024-04-14,14.16,Azad Kashmir,25.68,28.82,96.21,4.12,10.04
2024-04-15,40.73,Azad Kashmir,63.57,69.55,136.94,9.94,30.79
2024-04-16,0.99,Azad Kashmir,55.88,70.54,137.93,10.08,-9.09
2024-04-17,0.02,Azad Kashmir,41.74,70.03,137.95,10.0,-9.98
2024-04-18,5.16,Azad Kashmir,6.17,72.58,143.11,10.37,-5.21
2024-04-19,24.01,Azad Kashmir,29.19,93.75,167.12,13.39,10.62
2024-04-20,3.98,Azad Kashmir,33.15,89.05,167.3,12.72,-8.74
2024-04-21,1.93,Azad Kashmir,29.92,76.82,165.68,10.97,-9.04
2024-04-22,3.03,Azad Kashmir,8.94,39.12,168.69,5.59,-2.56
2024-04-23,0.36,Azad Kashmir,5.32,38.49,169.05,5.5,-5.14
2024-04-24,0.01,Azad Kashmir,3.4,38.48,169.06,5.5,-5.49
2024-04-25,0.0,Azad Kashmir,0.37,33.32,169.06,4.76,-4.76
2024-04-26,3.19,Azad Kashmir,3.2,12.5,170.02,1.79,1.4
2024-04-27,15.65,Azad Kashmir,18.84,24.17,183.15,3.45,12.2
2024-04-28,18.86,Azad Kashmir,37.7,41.1,188.75,5.87,12.99
2024-04-29,27.4,Azad Kashmir,61.91,65.47,181.48,9.35,18.05
2024-04-30,2.9,Azad Kashmir,49.16,68.01,182.56,9.72,-6.82
2024-05-01,1.1,Azad Kashmir,31.4,69.1,183.66,9.87,-8.77
2024-05-02,0.0,Azad Kashmir,4.0,69.1,183.65,9.87,-9.87
2024-05-03,0.19,Azad Kashmir,1.29,66.1,178.48,9.44,-9.25
2024-05-04,0.67,Azad Kashmir,0.86,51.12,179.15,7.3,-6.63
2024-05-05,0.0,Azad Kashmir,0.86,32.26,179.05,4.61,-4.61
2024-05-06,0.0,Azad Kashmir,0.67,4.86,179.05,0.69,-0.69
2024-05-07,0.0,Azad Kashmir,0.0,1.96,179.0,0.28,-0.28
2024-05-08,0.0,Azad Kashmir,0.0,0.86,179.0,0.12,-0.12
2024-05-09,1.6,Azad Kashmir,1.6,2.46,180.6,0.35,1.25
2024-05-10,4.15,Azad Kashmir,5.75,6.42,184.22,0.92,3.23
2024-05-11,5.11,Azad Kashmir,10.86,10.86,186.72,1.55,3.56
2024-05-12,14.45,Azad Kashmir,23.71,25.31,198.33,3.62,10.83
2024-05-13,0.0,Azad Kashmir,19.56,25.31,189.65,3.62,-3.62
2024-05-14,0.0,Azad Kashmir,14.45,25.31,175.49,3.62,-3.62
2024-05-15,0.0,Azad Kashmir,0.0,25.31,134.76,3.62,-3.62
2024-05-16,0.0,Azad Kashmir,0.0,23.71,133.77,3.39,-3.39
2024-05-17,0.0,Azad Kashmir,0.0,19.56,133.75,2.79,-2.79
2024-05-18,0.48,Azad Kashmir,0.48,14.93,129.07,2.13,-1.65
2024-05-19,4.42,Azad Kashmir,4.9,4.9,109.48,0.7,3.72
2024-05-20,0.06,Azad Kashmir,4.96,4.96,105.56,0.71,-0.65
2024-05-21,0.0,Azad Kashmir,4.48,4.96,103.63,0.71,-0.71
2024-05-22,0.0,Azad Kashmir,0.06,4.96,100.6,0.71,-0.71
2024-05-23,0.0,Azad Kashmir,0.0,4.96,100.24,0.71,-0.71
2024-05-24,1.4,Azad Kashmir,1.4,6.36,101.63,0.91,0.49
2024-05-25,0.02,Azad Kashmir,1.42,5.9,101.65,0.84,-0.82
2024-05-26,0.0,Azad Kashmir,1.42,1.48,98.46,0.21,-0.21
2024-05-27,0.0,Azad Kashmir,0.02,1.42,82.81,0.2,-0.2
2024-05-28,0.0,Azad Kashmir,0.0,1.42,63.95,0.2,-0.2
2024-05-29,0.0,Azad Kashmir,0.0,1.42,36.55,0.2,-0.2
2024-05-30,0.0,Azad Kashmir,0.0,1.42,33.65,0.2,-0.2
2024-05-31,0.08,Azad Kashmir,0.08,0.1,32.63,0.01,0.07
2024-06-01,0.1,Azad Kashmir,0.18,0.18,32.73,0.03,0.07
2024-06-02,0.0,Azad Kashmir,0.18,0.18,32.54,0.03,-0.03
2024-06-03,0.0,Azad Kashmir,0.1,0.18,31.87,0.03,-0.03
2024-06-04,0.18,Azad Kashmir,0.18,0.36,32.05,0.05,0.13
2024-06-05,11.66,Azad Kashmir,11.84,12.02,43.71,1.72,9.94
2024-06-06,3.73,Azad Kashmir,15.57,15.75,47.44,2.25,1.48
2024-06-07,3.73,Azad Kashmir,19.12,19.4,51.17,2.77,0.96
2024-06-08,2.33,Azad Kashmir,9.79,21.63,51.9,3.09,-0.76
2024-06-09,0.06,Azad Kashmir,6.12,21.69,47.81,3.1,-3.04
2024-06-10,0.57,Azad Kashmir,2.96,22.26,43.27,3.18,-2.61
2024-06-11,0.7,Azad Kashmir,1.33,22.78,29.52,3.25,-2.55
2024-06-12,1.79,Azad Kashmir,3.06,12.91,31.31,1.84,-0.05
2024-06-13,0.92,Azad Kashmir,3.41,10.1,32.23,1.44,-0.52
2024-06-14,1.35,Azad Kashmir,4.06,7.72,33.58,1.1,0.25
2024-06-15,0.39,Azad Kashmir,2.66,5.78,33.97,0.83,-0.44
2024-06-16,0.01,Azad Kashmir,1.75,5.73,33.98,0.82,-0.81
2024-06-17,0.92,Azad Kashmir,1.32,6.08,34.42,0.87,0.05
2024-06-18,2.5,Azad Kashmir,3.43,7.88,32.5,1.13,1.37
2024-06-19,0.6,Azad Kashmir,4.02,6.69,33.04,0.96,-0.36
2024-06-20,3.34,Azad Kashmir,6.44,9.11,36.38,1.3,2.04
2024-06-21,6.94,Azad Kashmir,10.88,14.7,43.32,2.1,4.84
2024-06-22,2.05,Azad Kashmir,12.33,16.36,45.37,2.34,-0.29
2024-06-23,1.81,Azad Kashmir,10.8,18.16,45.78,2.59,-0.78
2024-06-24,0.66,Azad Kashmir,4.52,17.9,46.42,2.56,-1.9
2024-06-25,0.17,Azad Kashmir,2.64,15.57,46.59,2.22,-2.05
2024-06-26,3.33,Azad Kashmir,4.16,18.3,49.92,2.61,0.72
2024-06-27,2.95,Azad Kashmir,6.45,17.91,52.87,2.56,0.39
2024-06-28,4.47,Azad Kashmir,10.75,15.44,57.34,2.21,2.26
2024-06-29,0.37,Azad Kashmir,7.79,13.76,57.71,1.97,-1.6
2024-06-30,0.33,Azad Kashmir,5.17,12.28,57.96,1.75,-1.42
2024-07-01,0.36,Azad Kashmir,1.06,11.98,58.22,1.71,-1.35
2024-07-02,5.26,Azad Kashmir,5.95,17.07,63.48,2.44,2.82
2024-07-03,0.04,Azad Kashmir,5.66,13.78,63.52,1.97,-1.93
2024-07-04,5.9,Azad Kashmir,11.2,16.73,69.24,2.39,3.51
2024-07-05,5.68,Azad Kashmir,11.62,17.94,63.26,2.56,3.12
2024-07-06,16.6,Azad Kashmir,28.18,34.17,76.13,4.88,11.72
2024-07-07,10.3,Azad Kashmir,32.58,44.14,82.7,6.31,3.99
2024-07-08,0.26,Azad Kashmir,27.16,44.04,80.63,6.29,-6.03
2024-07-09,0.89,Azad Kashmir,11.45,39.67,81.46,5.67,-4.78
2024-07-10,5.82,Azad Kashmir,6.97,45.45,86.71,6.49,-0.67
2024-07-11,3.46,Azad Kashmir,10.17,43.01,89.47,6.14,-2.68
2024-07-12,5.73,Azad Kashmir,15.01,43.06,93.41,6.15,-0.42
2024-07-13,4.14,Azad Kashmir,13.33,30.6,96.63,4.37,-0.23
2024-07-14,2.24,Azad Kashmir,12.11,22.54,97.52,3.22,-0.98
2024-07-15,0.4,Azad Kashmir,6.78,22.68,97.53,3.24,-2.84
2024-07-16,0.03,Azad Kashmir,2.67,21.82,97.55,3.12,-3.09
2024-07-17,0.17,Azad Kashmir,0.6,16.17,96.8,2.31,-2.14
2024-07-18,5.98,Azad Kashmir,6.18,18.69,100.28,2.67,3.31
2024-07-19,0.2,Azad Kashmir,6.35,13.16,99.88,1.88,-1.68
2024-07-20,0.09,Azad Kashmir,6.27,9.11,96.63,1.3,-1.21
2024-07-21,0.39,Azad Kashmir,0.68,7.26,90.08,1.04,-0.65
2024-07-22,1.7,Azad Kashmir,2.18,8.56,89.73,1.22,0.48
2024-07-23,14.95,Azad Kashmir,17.04,23.48,102.87,3.35,11.6
2024-07-24,211.1,Azad Kashmir,227.75,234.41,313.31,33.49,177.61
2024-07-25,8.0,Azad Kashmir,234.05,236.43,321.14,33.78,-25.78
2024-07-26,5.39,Azad Kashmir,224.49,241.62,323.2,34.52,-29.13
2024-07-27,0.57,Azad Kashmir,13.96,242.1,320.82,34.59,-34.02
2024-07-28,14.18,Azad Kashmir,20.14,255.89,330.53,36.56,-22.38
2024-07-29,17.97,Azad Kashmir,32.72,272.16,348.13,38.88,-20.91
2024-07-30,25.93,Azad Kashmir,58.08,283.14,373.73,40.45,-14.52
2024-07-31,12.89,Azad Kashmir,56.79,84.93,386.26,12.13,0.76
2024-08-01,22.58,Azad Kashmir,61.4,99.51,403.58,14.22,8.36
2024-08-02,17.7,Azad Kashmir,53.17,111.82,421.24,15.97,1.73
2024-08-03,5.24,Azad Kashmir,45.52,116.49,420.58,16.64,-11.4
2024-08-04,22.6,Azad Kashmir,45.54,124.91,437.5,17.84,4.76
2024-08-05,9.12,Azad Kashmir,36.96,116.06,430.02,16.58,-7.46
2024-08-06,26.96,Azad Kashmir,58.68,117.09,446.68,16.73,10.23
2024-08-07,16.71,Azad Kashmir,52.79,120.91,463.13,17.27,-0.56
2024-08-08,6.95,Azad Kashmir,50.62,105.28,469.19,15.04,-8.09
2024-08-09,9.54,Azad Kashmir,33.2,97.12,472.91,13.87,-4.33
2024-08-10,8.0,Azad Kashmir,24.49,99.88,477.45,14.27,-6.27
2024-08-11,11.5,Azad Kashmir,29.04,88.78,483.22,12.68,-1.18
2024-08-12,1.87,Azad Kashmir,21.37,81.53,480.95,11.65,-9.78
2024-08-13,0.02,Azad Kashmir,13.39,54.59,478.73,7.8,-7.78
2024-08-14,3.19,Azad Kashmir,5.08,41.07,481.52,5.87,-2.68
2024-08-15,6.99,Azad Kashmir,10.2,41.11,488.48,5.87,1.12
2024-08-16,5.39,Azad Kashmir,15.57,36.96,493.7,5.28,0.11
2024-08-17,15.21,Azad Kashmir,27.59,44.17,502.93,6.31,8.9
2024-08-18,1.23,Azad Kashmir,21.83,33.9,503.96,4.84,-3.61
2024-08-19,4.71,Azad Kashmir,21.15,36.74,508.58,5.25,-0.54
2024-08-20,14.54,Azad Kashmir,20.48,51.26,522.73,7.32,7.22
2024-08-21,3.38,Azad Kashmir,22.63,51.45,524.41,7.35,-3.97
2024-08-22,2.52,Azad Kashmir,20.44,46.98,511.98,6.71,-4.19
2024-08-23,0.44,Azad Kashmir,6.34,42.03,301.32,6.0,-5.56
2024-08-24,2.0,Azad Kashmir,4.96,28.82,295.32,4.12,-2.12
2024-08-25,0.73,Azad Kashmir,3.17,28.32,290.66,4.05,-3.32
2024-08-26,2.25,Azad Kashmir,4.98,25.86,292.34,3.69,-1.44
2024-08-27,15.11,Azad Kashmir,18.09,26.43,293.27,3.78,11.33
2024-08-28,17.51,Azad Kashmir,34.87,40.56,292.81,5.79,11.72
2024-08-29,33.93,Azad Kashmir,66.55,71.97,300.81,10.28,23.65
2024-08-30,29.42,Azad Kashmir,80.86,100.95,317.34,14.42,15.0
2024-08-31,0.02,Azad Kashmir,63.37,98.97,294.78,14.14,-14.12
2024-09-01,0.08,Azad Kashmir,29.52,98.32,277.16,14.05,-13.97
2024-09-02,7.26,Azad Kashmir,7.36,103.33,279.18,14.76,-7.5
2024-09-03,7.83,Azad Kashmir,15.17,96.05,264.41,13.72,-5.89
2024-09-04,0.71,Azad Kashmir,15.8,79.25,256.0,11.32,-10.61
2024-09-05,0.56,Azad Kashmir,9.1,45.88,229.6,6.55,-5.99
2024-09-06,4.98,Azad Kashmir,6.25,21.44,217.87,3.06,1.92
2024-09-07,5.28,Azad Kashmir,10.82,26.7,216.2,3.81,1.47
2024-09-08,0.58,Azad Kashmir,10.84,27.2,207.24,3.89,-3.31
2024-09-09,0.01,Azad Kashmir,5.87,19.95,199.25,2.85,-2.84
2024-09-10,0.34,Azad Kashmir,0.93,12.46,188.09,1.78,-1.44
2024-09-11,1.8,Azad Kashmir,2.15,13.55,188.02,1.94,-0.14
2024-09-12,0.17,Azad Kashmir,2.31,13.16,188.17,1.88,-1.71
2024-09-13,1.61,Azad Kashmir,3.58,9.79,186.59,1.4,0.21
2024-09-14,3.01,Azad Kashmir,4.79,7.52,182.61,1.07,1.94
2024-09-15,0.43,Azad Kashmir,5.05,7.37,177.65,1.05,-0.62
2024-09-16,0.0,Azad Kashmir,3.44,7.36,162.44,1.05,-1.05
2024-09-17,0.0,Azad Kashmir,0.43,7.02,161.21,1.0,-1.0
2024-09-18,0.01,Azad Kashmir,0.01,5.23,156.51,0.75,-0.74
2024-09-19,0.01,Azad Kashmir,0.02,5.07,141.98,0.72,-0.71
2024-09-20,0.0,Azad Kashmir,0.02,3.46,138.6,0.49,-0.49
2024-09-21,0.0,Azad Kashmir,0.01,0.45,136.08,0.06,-0.06
2024-09-22,0.0,Azad Kashmir,0.0,0.02,135.64,0.0,0.0
2024-09-23,0.0,Azad Kashmir,0.0,0.02,133.64,0.0,0.0
2024-09-24,0.11,Azad Kashmir,0.11,0.13,133.02,0.02,0.09
2024-09-25,0.34,Azad Kashmir,0.45,0.46,131.11,0.07,0.27
2024-09-26,5.37,Azad Kashmir,5.82,5.82,121.37,0.83,4.54
2024-09-27,6.31,Azad Kashmir,12.02,12.13,110.17,1.73,4.58
2024-09-28,7.39,Azad Kashmir,19.07,19.52,83.63,2.79,4.6
2024-09-29,0.23,Azad Kashmir,13.93,19.75,54.44,2.82,-2.59
2024-09-30,0.0,Azad Kashmir,7.62,19.75,54.42,2.82,-2.82
2024-10-01,0.0,Azad Kashmir,0.23,19.64,54.34,2.81,-2.81
2024-10-02,0.0,Azad Kashmir,0.0,19.3,47.08,2.76,-2.76
2024-10-03,0.0,Azad Kashmir,0.0,13.93,39.25,1.99,-1.99
2024-10-04,0.0,Azad Kashmir,0.0,7.62,38.54,1.09,-1.09
2024-10-05,9.12,Azad Kashmir,9.12,9.35,47.1,1.34,7.78
2024-10-06,11.23,Azad Kashmir,20.35,20.35,53.35,2.91,8.32
2024-10-07,0.0,Azad Kashmir,20.35,20.35,48.07,2.91,-2.91
2024-10-08,0.85,Azad Kashmir,12.08,21.2,48.34,3.03,-2.18
2024-10-09,0.25,Azad Kashmir,1.1,21.45,48.58,3.06,-2.81
2024-10-10,0.0,Azad Kashmir,1.1,21.45,48.24,3.06,-3.06
2024-10-11,0.0,Azad Kashmir,0.25,21.45,46.44,3.06,-3.06
2024-10-12,0.0,Azad Kashmir,0.0,12.33,46.27,1.76,-1.76
2024-10-13,0.0,Azad Kashmir,0.0,1.1,44.66,0.16,-0.16
2024-10-14,0.0,Azad Kashmir,0.0,1.1,41.65,0.16,-0.16
2024-10-15,0.0,Azad Kashmir,0.0,0.25,41.22,0.04,-0.04
2024-10-16,0.0,Azad Kashmir,0.0,0.0,41.22,0.0,0.0
2024-10-17,0.01,Azad Kashmir,0.01,0.01,41.23,0.0,0.01
2024-10-18,0.01,Azad Kashmir,0.02,0.02,41.23,0.0,0.01
2024-10-19,0.0,Azad Kashmir,0.02,0.02,41.22,0.0,0.0
2024-10-20,0.0,Azad Kashmir,0.01,0.02,41.22,0.0,0.0
2024-10-21,0.0,Azad Kashmir,0.0,0.02,41.22,0.0,0.0
2024-10-22,0.41,Azad Kashmir,0.41,0.43,41.63,0.06,0.35
2024-10-23,0.78,Azad Kashmir,1.19,1.21,42.41,0.17,0.61
2024-10-24,0.01,Azad Kashmir,1.2,1.21,42.31,0.17,-0.16
2024-10-25,0.0,Azad Kashmir,0.79,1.2,41.97,0.17,-0.17
2024-10-26,0.0,Azad Kashmir,0.01,1.2,36.6,0.17,-0.17
2024-10-27,0.0,Azad Kashmir,0.0,1.2,30.29,0.17,-0.17
2024-10-28,0.67,Azad Kashmir,0.67,1.87,23.57,0.27,0.4
2024-10-29,5.37,Azad Kashmir,6.04,6.83,28.71,0.98,4.39
2024-10-30,1.43,Azad Kashmir,7.47,7.48,30.14,1.07,0.36
2024-10-31,0.0,Azad Kashmir,6.8,7.47,30.14,1.07,-1.07
2024-11-01,0.0,Azad Kashmir,1.43,7.47,30.14,1.07,-1.07
2024-11-02,0.0,Azad Kashmir,0.0,7.47,30.14,1.07,-1.07
2024-11-03,0.0,Azad Kashmir,0.0,7.47,30.14,1.07,-1.07
2024-11-04,0.0,Azad Kashmir,0.0,6.8,21.02,0.97,-0.97
2024-11-05,0.0,Azad Kashmir,0.0,1.43,9.79,0.2,-0.2
2024-11-06,0.0,Azad Kashmir,0.0,0.0,9.79,0.0,0.0
2024-11-07,0.0,Azad Kashmir,0.0,0.0,8.94,0.0,0.0
2024-11-08,0.0,Azad Kashmir,0.0,0.0,8.69,0.0,0.0
2024-11-09,0.0,Azad Kashmir,0.0,0.0,8.69,0.0,0.0
2024-11-10,0.0,Azad Kashmir,0.0,0.0,8.69,0.0,0.0
2024-11-11,6.79,Azad Kashmir,6.79,6.79,15.48,0.97,5.82
2024-11-12,0.41,Azad Kashmir,7.2,7.2,15.89,1.03,-0.62
2024-11-13,0.0,Azad Kashmir,7.2,7.2,15.89,1.03,-1.03
2024-11-14,0.02,Azad Kashmir,0.43,7.22,15.91,1.03,-1.01
2024-11-15,3.75,Azad Kashmir,3.77,10.97,19.66,1.57,2.18
2024-11-16,1.31,Azad Kashmir,5.08,12.28,20.96,1.75,-0.44
2024-11-17,0.01,Azad Kashmir,5.07,12.29,20.96,1.76,-1.75
2024-11-18,0.0,Azad Kashmir,1.32,5.5,20.96,0.79,-0.79
2024-11-19,0.0,Azad Kashmir,0.01,5.09,20.96,0.73,-0.73
2024-11-20,0.0,Azad Kashmir,0.0,5.09,20.96,0.73,-0.73
2024-11-21,0.0,Azad Kashmir,0.0,5.07,20.55,0.72,-0.72
2024-11-22,0.0,Azad Kashmir,0.0,1.32,19.77,0.19,-0.19
2024-11-23,0.45,Azad Kashmir,0.45,0.46,20.21,0.07,0.38
2024-11-24,0.77,Azad Kashmir,1.22,1.22,20.98,0.17,0.6
2024-11-25,0.0,Azad Kashmir,1.22,1.22,20.98,0.17,-0.17
2024-11-26,0.0,Azad Kashmir,0.77,1.22,20.98,0.17,-0.17
2024-11-27,0.0,Azad Kashmir,0.0,1.22,20.31,0.17,-0.17
2024-11-28,0.0,Azad Kashmir,0.0,1.22,14.94,0.17,-0.17
2024-11-29,0.0,Azad Kashmir,0.0,1.22,13.51,0.17,-0.17
2024-11-30,0.28,Azad Kashmir,0.28,1.05,13.79,0.15,0.13
2024-12-01,0.04,Azad Kashmir,0.32,0.32,13.83,0.05,-0.01
2024-12-02,0.32,Azad Kashmir,0.64,0.64,14.15,0.09,0.23
2024-12-03,0.1,Azad Kashmir,0.46,0.74,14.25,0.11,-0.01
2024-12-04,0.0,Azad Kashmir,0.42,0.74,14.25,0.11,-0.11
2024-12-05,0.0,Azad Kashmir,0.1,0.74,14.25,0.11,-0.11
2024-12-06,0.0,Azad Kashmir,0.0,0.74,14.25,0.11,-0.11
2024-12-07,0.0,Azad Kashmir,0.0,0.46,14.25,0.07,-0.07
2024-12-08,0.8,Azad Kashmir,0.8,1.22,15.05,0.17,0.63
2024-12-09,0.02,Azad Kashmir,0.82,0.92,15.07,0.13,-0.11
2024-12-10,0.0,Azad Kashmir,0.82,0.82,15.07,0.12,-0.12
2024-12-11,0.11,Azad Kashmir,0.13,0.93,8.39,0.13,-0.02
2024-12-12,1.52,Azad Kashmir,1.63,2.45,9.5,0.35,1.17
2024-12-13,0.0,Azad Kashmir,1.63,2.45,9.5,0.35,-0.35
2024-12-14,0.0,Azad Kashmir,1.52,2.45,9.48,0.35,-0.35
2024-12-15,0.0,Azad Kashmir,0.0,1.65,5.73,0.24,-0.24
2024-12-16,0.0,Azad Kashmir,0.0,1.63,4.42,0.23,-0.23
2024-12-17,0.0,Azad Kashmir,0.0,1.63,4.41,0.23,-0.23
2024-12-18,0.0,Azad Kashmir,0.0,1.52,4.41,0.22,-0.22
2024-12-19,0.0,Azad Kashmir,0.0,0.0,4.41,0.0,0.0
2024-12-20,0.0,Azad Kashmir,0.0,0.0,4.41,0.0,0.0
2024-12-21,0.0,Azad Kashmir,0.0,0.0,4.41,0.0,0.0
2024-12-22,0.0,Azad Kashmir,0.0,0.0,4.41,0.0,0.0
2024-12-23,0.91,Azad Kashmir,0.91,0.91,4.87,0.13,0.78
2024-12-24,0.05,Azad Kashmir,0.96,0.96,4.15,0.14,-0.09
2024-12-25,0.0,Azad Kashmir,0.96,0.96,4.15,0.14,-0.14
2024-12-26,0.0,Azad Kashmir,0.05,0.96,4.15,0.14,-0.14
2024-12-27,10.71,Azad Kashmir,10.71,11.67,14.86,1.67,9.04
2024-12-28,1.95,Azad Kashmir,12.66,13.62,16.81,1.95,0.0
2024-12-29,0.04,Azad Kashmir,12.7,13.66,16.85,1.95,-1.91
2024-12-30,0.0,Azad Kashmir,1.99,12.75,16.57,1.82,-1.82
2024-12-31,0.0,Azad Kashmir,0.04,12.7,16.53,1.81,-1.81
2025-01-01,0.44,Azad Kashmir,0.44,13.14,16.65,1.88,-1.44
2025-01-02,2.08,Azad Kashmir,2.52,15.22,18.63,2.17,-0.09
2025-01-03,0.01,Azad Kashmir,2.53,4.52,18.64,0.65,-0.64
2025-01-04,0.26,Azad Kashmir,2.35,2.83,18.9,0.4,-0.14
2025-01-05,5.63,Azad Kashmir,5.9,8.42,24.53,1.2,4.43
2025-01-06,4.89,Azad Kashmir,10.78,13.31,29.42,1.9,2.99
2025-01-07,0.0,Azad Kashmir,10.52,13.31,28.62,1.9,-1.9
2025-01-08,0.0,Azad Kashmir,4.89,12.87,28.6,1.84,-1.84
2025-01-09,0.0,Azad Kashmir,0.0,10.79,28.6,1.54,-1.54
2025-01-10,0.0,Azad Kashmir,0.0,10.78,28.49,1.54,-1.54
2025-01-11,0.0,Azad Kashmir,0.0,10.52,26.97,1.5,-1.5
2025-01-12,0.0,Azad Kashmir,0.0,4.89,26.97,0.7,-0.7
2025-01-13,0.0,Azad Kashmir,0.0,0.0,26.97,0.0,0.0
2025-01-14,0.0,Azad Kashmir,0.0,0.0,26.97,0.0,0.0
2025-01-15,0.0,Azad Kashmir,0.0,0.0,26.97,0.0,0.0
2025-01-16,1.47,Azad Kashmir,1.47,1.47,28.44,0.21,1.26
2025-01-17,0.0,Azad Kashmir,1.47,1.47,28.44,0.21,-0.21
2025-01-18,0.0,Azad Kashmir,1.47,1.47,28.44,0.21,-0.21
2025-01-19,0.66,Azad Kashmir,0.66,2.13,29.1,0.3,0.36
2025-01-20,3.35,Azad Kashmir,4.01,5.48,32.45,0.78,2.57
2025-01-21,2.62,Azad Kashmir,6.63,8.1,35.07,1.16,1.46
2025-01-22,0.36,Azad Kashmir,6.33,8.46,34.52,1.21,-0.85
2025-01-23,0.0,Azad Kashmir,2.98,6.99,34.47,1.0,-1.0
2025-01-24,0.0,Azad Kashmir,0.36,6.99,34.47,1.0,-1.0
2025-01-25,0.0,Azad Kashmir,0.0,6.99,34.47,1.0,-1.0
2025-01-26,0.0,Azad Kashmir,0.0,6.33,23.76,0.9,-0.9
2025-01-27,0.0,Azad Kashmir,0.0,2.98,21.81,0.43,-0.43
2025-01-28,0.0,Azad Kashmir,0.0,0.36,21.77,0.05,-0.05
2025-01-29,1.15,Azad Kashmir,1.15,1.15,22.92,0.16,0.99
2025-01-30,0.06,Azad Kashmir,1.21,1.21,22.98,0.17,-0.11
2025-01-31,1.23,Azad Kashmir,2.44,2.44,23.77,0.35,0.88
2025-02-01,8.3,Azad Kashmir,9.59,10.74,29.99,1.53,6.77
2025-02-02,0.09,Azad Kashmir,9.62,10.83,30.07,1.55,-1.46
2025-02-03,0.0,Azad Kashmir,8.39,10.83,29.81,1.55,-1.55
2025-02-04,0.03,Azad Kashmir,0.12,10.86,24.21,1.55,-1.52
2025-02-05,0.48,Azad Kashmir,0.51,10.19,19.8,1.46,-0.98
2025-02-06,0.54,Azad Kashmir,1.05,10.67,20.34,1.52,-0.98
2025-02-07,0.0,Azad Kashmir,1.02,9.44,20.34,1.35,-1.35
2025-02-08,0.0,Azad Kashmir,0.54,1.14,20.34,0.16,-0.16
2025-02-09,0.0,Azad Kashmir,0.0,1.05,20.34,0.15,-0.15
